addy,0
12spVL9oJ1H843WRUL7YVZDTo8TMWCCuBrr3ZvdPYHa9,2
13Fa11mtqRDpZPwuvEhg3dmkpHHTXX4ZTB3VyaJqVpMB,1
13TfMtm3X6mFPtmREXQMgshpuwTo76XZ5rQynBKswM96,7
1415muV9QBpQDdrSMTPucYu9Xaxjh8Eq3fwTeoxDXfNd,1
14d5rZhbdQPQJNb1Q4oDHyPpe6qtwbHbXGrK3MdvoYmD,1
14dm3MHJvHhfg5XH2rpP5D98uuU6r3UAiof8MBRJhWbJ,3
1BFM2FA5L4Yq7GSq5FbR5uLJERk1yYPA2yHCTHzqz8q,1
1BWutmTvYPwDtmw9abTkS4Ssr8no61spGAvW1X6NDix,170
1cFpUBQHtqxAYk3NY34GWt3zVUmmTqLN2jBm4BXWgE6,1
21ESdfgfh8xmnWgC9xd3FfmhPNceoPdVs9RRWtWqZS1c,4
21adZyeNQKm3duo9pQ9zHGtLDNbZpyLKV5MqVrH3VbCm,1
22NGpzpuvzNcsXHGh12sGaEJ2GYV3Vh9zBXp1hiYX6eR,1
22eNPCNXgqkcEta32oLnZRoE8i1oKYrrofogpfXTdU32,1
22sjspMbcLrQNTudF7SMdqcqTYRXgkpC2FDraZwWzRfr,1
23k2Qyicy4SFrsV8f8rthjFUfwW5FCbLQRPak59s223h,15
23t9hrzfQ4a7VbCqwBpbMDN9gFYrhjtgPr2SN5EL7n8w,1
244w5pyr6nZNtBPmnRAseDs2Zvtgi3JKXEq2za2jPghf,1
24AtLeNYP7uem88S72qyyi9zMHayPitQ1XyYfEUDwSiT,1
24PgmNYmZra5mHDFTKvV9ou2XdZWntnzH87ezK26b5oc,1
25duoxDKdrYdHZw8hQBPAwuQpLRmWKzkkwjxs1u983zG,1
25e2H1M3gvvdLX5GmEA173dkx3uYdYSBnNRVbbe6rZP4,1
25iBBMFKWoSuD1g2qqCuw8Xz75oLrmsXB9JkJBkjf6q3,1
25qnzgBj42ukAj8a5Kjp6LMhBSHf3Vork4iZZxHGFGYp,1
264Vp5QEVwvWLW5fifNFimrULzZjwVyXciEeWMNKr1ku,1
26GQCqMqQq7PQ8D3Mj5tW9eR6xKKvAFvKn97PjSrPxuW,2
26npn5rX5TJ1AYH8r2GwSMxiD3F7PQ441zUsU4gkjZuP,1
26x1Nnd5BbyekDniSbLuvdLqkzSn466yXZsFJJVrbzxN,1
27GfGpeEkBBBc3ALd6mTyZmEQxSyiafGHb4pTwPnP2Vn,2
28PewqMZAuTeHG49tK3afgkLdyP6CUoTqpxwjhqK1iZ6,1
28Sp2PHZjQYotyVeqQZwtRyJh5fWPsDvDoZASZiH6JAy,1
29vZCfTqVqKLTYbb2s1yNp2Sfmi3X8oVJurxwEYz3YG9,1
2A2w4ivTkKC58upbPb6YmEsgnR2m2Hi3RQiERUF6F6g4,1
2AT8Vimh81qpZkYJFfE78Z4bcENQcfwFJURnea9VAN2o,1
2B9AjMGKkerAENMFwpwH67GF4jVZHuB17F9VxJBaRJdz,1
2BEYKgzxNZapYHAgddx8h8eAA49bDv5BtUhrWUyCFWXn,1
2BHY7pRRRgvFnfjjiHEh6fPbkMy4igDoQ5Y8P1pvxhtB,1
2BQbeh31dqLpoMRSn1gNB96uqZv47LHiD37LaCMQQnMd,1
2BenZjsp7J6fnoicjZBfEbCAdFBkKfSWr9CfaFR7jWXG,1
2C5XbQGUoUD95Q2usrWuhfytZnHXrykcTXocHpaq6JEw,1
2CKNABUGqKK3YSNnmp7uRJfCKS4HNsKEYbWAjP1PXWTw,1
2CoBSVCBbM4poKakoNm8FiHF7KhwhBmQKFaFfhG3F5PD,1
2DH9hipU6vWmPwYWDd2nznT7vexkfURxrL2952e6QiaM,1
2DHQfykNgMV7bDnycuydvYdJAD7sQv9P4U8Up2q8j7ZC,1
2DbJ7GGqdZdHwEBuCjxc63ruVsWEL6FxnCvQL8cgfi4R,1
2E1KjCmuQL8kJFNq2MXnYkzNVp7ZM3La1kzgM3CitHHJ,1
2Eqon1Nw9n3UcFibVFRDThxwF3oJEwvjbqVurj1MNYjL,4
2FHETrmqbhma4paaKFjnhjkwQi3CqxSNJyZzDHxro1g1,1
2FYSEUdUY4aTJnLuyCA5WpunMEmoPUpTKE278chUoEFh,2
2HRtvKaFpu5wvZia5NnDb7GWwidBy3JiFjMMx7c9uSux,1
2HVyS1zuVqWWf9X7hThdKcowvrVWo5VN6t6Uh42rxRCV,2
2HwtzVbESw3jh4GoXKY5o6bcdGfVKiTEKH17QwmSW4Rs,1
2JWHkmswnWnYVsjLsJbtvHtnR2YuTsAqb78K7LWo5CRC,1
2JuwiLzaFdwBUkquSq3cdnpcPZHcfo9h24wgEauS3nKL,1
2K9Bfb5kQEveo9jg4uH6YS6g9g8SeGJwuQP5NU2XToNA,1
2KJg2GbGmnPVMqmgdZFrbb7FbZhtC5wuveK7MedXfSeN,1
2KMoLfuU5axjBi2tzdkvYijeqqUheWC15MXh1458bdhm,1
2KnrdPpWN2HSEYg5KJhoCKcjwvZoGjr94p41ZGzM5tFJ,1
2Kt2edjA6oMUNsC8kLPH31XJP2vqQZmMPNu2qo6BzuCa,1
2KxE6LwLLWueomAALps6G12v1XqjvuCFkfQpQEBDEgx3,1
2L7iTL67xCGqqjByjyREhgtjJhZkQhe6rVvj3yvG7CDx,1
2LWBq4fQd9f7RNTtWQgwP2Sra8mdvtgFkxUP4roF6m2R,1
2NNMF4cv6YgZpfpgkbQbs6C7LxwGwfjzA8NwLaJs1Y5H,1
2NkcmNsb76EHUY9xXeuqUiv8LSLHpvFcPrgRSbk1KC9V,1
2P57TKyerfQa24CHzoisWPVohcLa6GNEcW1QSVFMSUv9,1
