addy,0
,2352
12FvqX9wzev2b3VfzGsijvU6HdgRxK1RxBgYGpNWYNAe,1
12spVL9oJ1H843WRUL7YVZDTo8TMWCCuBrr3ZvdPYHa9,2
13VJiuGKTBCh967yttd54EPMa5HMEaZQWERaCTvt5WfS,1
13gGA5zbeStdwjF1TNLe1fpUKcj7rvsi34DSemoCnfJ3,1
145zzcAZugcBZrYqL1eb9VjY2Mab5sHG46u8Dp625a8M,1
14H3qseyDJUHeKtC7Sh9xknab61T7iRjHn1XzmfhwNK1,1
21ESdfgfh8xmnWgC9xd3FfmhPNceoPdVs9RRWtWqZS1c,2
21eRb4h4HLy2WFWcYKeKCoVkV2d3J4W1MfQrraEqXrVZ,1
21tk8eRRq23xqohkEboenVNN1aVWWz9qhMVzBWETx8rK,1
22HimSPuDz4uxkBDThJX71r2hXFzU6hSSqQyZ8sj7357,2
23k2Qyicy4SFrsV8f8rthjFUfwW5FCbLQRPak59s223h,15
256VvQSv6QCth8qaJr2rFktedk5TvxRuMi693FiWYAzj,1
25iM18qZxgkTT5c6eBBrpnToi8vpjmNQQbuRNCZkerFA,1
26ACex54wWkkwGSRjKCRn7NczSRAQLYQjQLZVYAajdLA,1
26RKpDvrVpL4n6uy5ZeNxAUoCRsZfGKpB4WDcWvJ16jL,1
28kCZL8DpdHcX7TyLPYaVFuFRcjk2d59SAfBCw411TKo,1
291w5gM4XacAwuYRfCpiajueHjDsyXYDhphNEC3tSaYV,1
29vZCfTqVqKLTYbb2s1yNp2Sfmi3X8oVJurxwEYz3YG9,2
2AKGwkLhFgNqKbfuakrjFvvYaTERJ1C91pjDDqKfX2wi,1
2ATC3VTXCdKixmjtEZMKqbRYf3kb8mc5fZJunDd2Bt5p,1
2B9AjMGKkerAENMFwpwH67GF4jVZHuB17F9VxJBaRJdz,1
2BKuMkzPv6vA85HP5PUBPaqxTXV4c8Eb1n9ZB2LAXsqG,4
2BenZjsp7J6fnoicjZBfEbCAdFBkKfSWr9CfaFR7jWXG,1
2BzYY9m4MCB9UT1o8rKfhzfBfFCgg7oKNEGGx2YmJrW7,1
2CEWxo1V622vLyh8yuqGZwT8m3PBrYhA6zVLfkHcDpEF,1
2CEoq6a7bDzKyBnXcAHN733unm3k2JtmRuGyt6E2Q75q,1
2D3UqphBmCLUJpvZKQ3MqjPTJ6u6zcLUmryoDwtrrHgQ,1
2DQ83wLRi8Htb7BfyyVHiYr56KEkr71FGh6yzvhkYDuf,1
2DSLTyCTUFfLNpyv5CuQkQpE3Q8fVkFu31Hi5cq1GAf7,1
2Dq11RWNxxiATKSU23EDwYdwRcrxtDmw3Xo29CeZgPvF,1
2Eqon1Nw9n3UcFibVFRDThxwF3oJEwvjbqVurj1MNYjL,4
2F5darFHSJiVq8LNaiuwopzvxvHzmU4J7ZfwarTYtXPc,2
